measnum,varname,strain,strainid,sex,mean,nmice,sd,sem,cv,minval,maxval,zscore
62075,rad_L,BXD16,1116,f,436007,5,30518,13648,0.0700,390463,468518,0.74
62075,rad_L,BXD18,1118,f,396293,1,0,0,0,396293,396293,0.03
62075,rad_L,BXD19,1119,f,496132,1,0,0,0,496132,496132,1.81
62075,rad_L,BXD2,1102,f,451772,5,30531,13654,0.0676,414341,488799,1.02
62075,rad_L,BXD21,1121,f,387685,5,86500,38684,0.223,325379,539870,-0.12
62075,rad_L,BXD27,1127,f,387868,5,45751,20461,0.118,318505,440327,-0.12
62075,rad_L,BXD28,1128,f,371329,5,57927,25906,0.156,324205,435790,-0.41
62075,rad_L,BXD31,1131,f,368684,5,51096,22851,0.139,317758,445524,-0.46
62075,rad_L,BXD32,1132,f,349030,5,30345,13571,0.0869,316047,389629,-0.81
62075,rad_L,BXD34,1134,f,502605,1,0,0,0,502605,502605,1.93
62075,rad_L,BXD39,1139,f,354762,5,20720,9266,0.0584,340095,391058,-0.71
62075,rad_L,BXD40,1140,f,393195,5,47860,21404,0.122,351129,453665,-0.02
62075,rad_L,BXD42,1142,f,379903,5,31784,14214,0.0837,347265,420109,-0.26
62075,rad_L,BXD43,1143,f,429922,5,39289,17571,0.0914,390519,488131,0.63
62075,rad_L,BXD44,1144,f,352822,5,42749,19118,0.121,302726,403512,-0.74
62075,rad_L,BXD48,1148,f,406986,5,51201,22898,0.126,324335,449554,0.22
62075,rad_L,BXD49,1149,f,366506,4,59263,29631,0.162,314260,424035,-0.50
62075,rad_L,BXD50,1150,f,303375,5,25534,11419,0.0842,265636,332540,-1.62
62075,rad_L,BXD51,1151,f,347328,5,33067,14788,0.0952,312128,391082,-0.84
62075,rad_L,BXD6,1106,f,383602,5,89496,40024,0.233,260967,485431,-0.19
62075,rad_L,BXD61,1161,f,310429,5,21848,9771,0.0704,285209,336021,-1.50
62075,rad_L,BXD62,1162,f,322897,5,41867,18723,0.130,267305,384698,-1.27
62075,rad_L,BXD65,1165,f,314034,3,12243,7068,0.0390,305690,328089,-1.43
62075,rad_L,BXD66,1166,f,388126,2,37791,26722,0.0974,361404,414848,-0.11
62075,rad_L,BXD68,1168,f,436199,2,102268,72314,0.234,363885,508514,0.74
62075,rad_L,BXD69,1169,f,387068,4,36925,18463,0.0954,349690,431452,-0.13
62075,rad_L,BXD70,1170,f,357694,5,38530,17231,0.108,313935,415646,-0.65
62075,rad_L,BXD73,1173,f,442541,5,27319,12217,0.0617,402267,468093,0.86
62075,rad_L,BXD75,1175,f,376947,5,10757,4810,0.0285,367401,391530,-0.31
62075,rad_L,BXD77,1177,f,473643,2,99448,70320,0.210,403323,543963,1.41
62075,rad_L,BXD8,1108,f,358915,5,61136,27341,0.170,295508,432405,-0.63
62075,rad_L,BXD80,1180,f,385015,5,24843,11110,0.0645,359400,413009,-0.17
62075,rad_L,BXD81,1181,f,401249,5,30937,13835,0.0771,347975,428846,0.12
62075,rad_L,BXD84,1184,f,385437,5,86902,38864,0.225,297179,514149,-0.16
62075,rad_L,BXD85,1185,f,417461,2,40836,28875,0.0978,388585,446336,0.41
62075,rad_L,BXD86,1186,f,400342,5,49633,22197,0.124,334018,467050,0.11
62075,rad_L,BXD87,1187,f,331288,5,38144,17058,0.115,283596,371156,-1.12
62075,rad_L,BXD89,1189,f,393633,5,49047,21935,0.125,353875,449440,-0.01
62075,rad_L,BXD90,1190,f,381549,3,9733,5619,0.0255,375510,392776,-0.23
62075,rad_L,BXD92,1192,f,440596,1,0,0,0,440596,440596,0.82
62075,rad_L,BXD96,1196,f,397703,5,59463,26593,0.150,334828,476533,0.06
62075,rad_L,BXD97,1197,f,370738,5,56871,25433,0.153,322300,465943,-0.42
62075,rad_L,BXD98,1198,f,363664,2,99478,70341,0.274,293323,434006,-0.55
62075,rad_L,C57BL/6J,7,f,654738,5,707167,316255,1.08,295064,1918834,4.64
62075,rad_L,DBA/2J,8,f,376605,5,59274,26508,0.157,306868,461895,-0.32
62075,rad_L,BXD1,1101,m,505736,1,0,0,0,505736,505736,2.04
62075,rad_L,BXD100,1100,m,391366,5,42622,19061,0.109,339645,457585,-0.17
62075,rad_L,BXD101,1091,m,411744,4,57613,28806,0.140,359411,489581,0.23
62075,rad_L,BXD102,1092,m,347741,5,29791,13323,0.0857,303900,378890,-1.01
62075,rad_L,BXD11,1111,m,379922,5,28622,12800,0.0753,338074,407320,-0.39
62075,rad_L,BXD13,1113,m,319858,5,33474,14970,0.105,288998,373721,-1.55
62075,rad_L,BXD14,1114,m,561859,5,273113,122140,0.486,391070,1043532,3.13
62075,rad_L,BXD15,1115,m,447656,5,16973,7591,0.0379,426540,473983,0.92
62075,rad_L,BXD16,1116,m,419801,5,39685,17748,0.0945,368404,478239,0.38
62075,rad_L,BXD18,1118,m,360786,1,0,0,0,360786,360786,-0.76
62075,rad_L,BXD19,1119,m,406212,1,0,0,0,406212,406212,0.12
62075,rad_L,BXD2,1102,m,468310,5,45767,20468,0.0977,431463,538980,1.32
62075,rad_L,BXD21,1121,m,358756,6,51063,20846,0.142,297376,428369,-0.80
62075,rad_L,BXD27,1127,m,403765,5,60576,27090,0.150,316583,476579,0.07
62075,rad_L,BXD28,1128,m,407795,5,66114,29567,0.162,343850,489264,0.15
62075,rad_L,BXD31,1131,m,362684,4,47509,23755,0.131,305719,419553,-0.72
62075,rad_L,BXD32,1132,m,386261,5,35797,16009,0.0927,324487,415126,-0.27
62075,rad_L,BXD33,1133,m,473658,1,0,0,0,473658,473658,1.42
62075,rad_L,BXD34,1134,m,492643,1,0,0,0,492643,492643,1.79
62075,rad_L,BXD39,1139,m,385155,5,33936,15177,0.0881,332277,427107,-0.29
62075,rad_L,BXD40,1140,m,418599,5,38887,17391,0.0929,384017,470569,0.36
62075,rad_L,BXD42,1142,m,373205,5,68340,30563,0.183,318813,472572,-0.52
62075,rad_L,BXD43,1143,m,395326,5,20394,9121,0.0516,377355,419805,-0.09
62075,rad_L,BXD44,1144,m,394287,5,51994,23252,0.132,323914,453991,-0.11
62075,rad_L,BXD48,1148,m,405556,5,57529,25728,0.142,321802,479313,0.11
62075,rad_L,BXD49,1149,m,410395,5,58182,26020,0.142,314719,469118,0.20
62075,rad_L,BXD50,1150,m,318962,5,54289,24279,0.170,247725,372217,-1.57
62075,rad_L,BXD51,1151,m,365495,5,30441,13614,0.0833,323357,395752,-0.67
62075,rad_L,BXD6,1106,m,429047,4,49497,24748,0.115,392321,501265,0.56
62075,rad_L,BXD61,1161,m,314118,5,22007,9842,0.0701,299266,349072,-1.66
62075,rad_L,BXD62,1162,m,334814,5,22443,10037,0.0670,311913,361862,-1.26
62075,rad_L,BXD65,1165,m,347623,5,46981,21010,0.135,283717,414464,-1.01
62075,rad_L,BXD66,1166,m,400090,2,63361,44803,0.158,355287,444893,0.00
62075,rad_L,BXD68,1168,m,454011,3,58875,33992,0.130,412311,521360,1.04
62075,rad_L,BXD69,1169,m,327569,5,60154,26902,0.184,248960,398623,-1.40
62075,rad_L,BXD70,1170,m,408824,5,52760,23595,0.129,343234,474506,0.17
62075,rad_L,BXD73,1173,m,414924,5,65184,29151,0.157,335117,513268,0.29
62075,rad_L,BXD75,1175,m,365347,5,24038,10750,0.0658,330882,394771,-0.67
62075,rad_L,BXD77,1177,m,512922,2,39449,27895,0.0769,485027,540816,2.18
62075,rad_L,BXD8,1108,m,407057,5,75070,33572,0.184,313187,511525,0.14
62075,rad_L,BXD80,1180,m,403649,5,41243,18444,0.102,353267,445544,0.07
62075,rad_L,BXD81,1181,m,439837,5,36627,16380,0.0833,403939,485247,0.77
62075,rad_L,BXD84,1184,m,381221,5,35800,16010,0.0939,330611,421226,-0.36
62075,rad_L,BXD85,1185,m,337005,2,20525,14513,0.0609,322492,351519,-1.22
62075,rad_L,BXD86,1186,m,445293,4,25904,12952,0.0582,422695,474717,0.87
62075,rad_L,BXD87,1187,m,327217,5,27759,12414,0.0848,293368,365210,-1.41
62075,rad_L,BXD89,1189,m,453202,5,35817,16018,0.0790,415167,511323,1.03
62075,rad_L,BXD90,1190,m,396122,3,70763,40855,0.179,329764,470591,-0.08
62075,rad_L,BXD92,1192,m,407044,1,0,0,0,407044,407044,0.14
62075,rad_L,BXD96,1196,m,347508,5,24598,11001,0.0708,310956,374075,-1.02
62075,rad_L,BXD97,1197,m,364903,4,29183,14591,0.0800,338868,404068,-0.68
62075,rad_L,BXD98,1198,m,410332,4,38440,19220,0.0937,360803,449558,0.20
62075,rad_L,C57BL/6J,7,m,350999,5,40201,17978,0.115,315161,401332,-0.95
62075,rad_L,DBA/2J,8,m,412024,5,36690,16408,0.0890,389605,476783,0.23
62076,rad_R,BXD1,1101,f,441761,1,0,0,0,441761,441761,0.95
62076,rad_R,BXD100,1100,f,397625,5,23709,10603,0.0596,376122,424987,0.04
62076,rad_R,BXD101,1091,f,425742,3,58069,33526,0.136,363422,478332,0.62
62076,rad_R,BXD102,1092,f,371609,5,53741,24034,0.145,311581,449599,-0.50
62076,rad_R,BXD11,1111,f,376627,5,54754,24487,0.145,302006,423659,-0.40
62076,rad_R,BXD13,1113,f,325958,5,21014,9398,0.0645,307169,362067,-1.45
62076,rad_R,BXD14,1114,f,419420,5,45571,20380,0.109,357802,459571,0.49
62076,rad_R,BXD15,1115,f,412374,5,34856,15588,0.0845,374134,466269,0.35
62076,rad_R,BXD16,1116,f,462430,5,33172,14835,0.0717,433369,516141,1.38
62076,rad_R,BXD18,1118,f,374750,1,0,0,0,374750,374750,-0.43
62076,rad_R,BXD19,1119,f,559232,1,0,0,0,559232,559232,3.39
62076,rad_R,BXD2,1102,f,481146,5,33867,15146,0.0704,435485,524681,1.77
62076,rad_R,BXD21,1121,f,426251,5,43492,19450,0.102,381555,490264,0.63
62076,rad_R,BXD27,1127,f,356789,5,26001,11628,0.0729,322832,391869,-0.81
62076,rad_R,BXD28,1128,f,375785,5,52856,23638,0.141,319573,461701,-0.41
62076,rad_R,BXD31,1131,f,369921,5,44897,20079,0.121,310596,429741,-0.53
62076,rad_R,BXD32,1132,f,348129,5,43390,19405,0.125,286971,391941,-0.99
62076,rad_R,BXD34,1134,f,428799,1,0,0,0,428799,428799,0.69
62076,rad_R,BXD39,1139,f,372237,5,35729,15979,0.0960,323995,416733,-0.49
62076,rad_R,BXD40,1140,f,426580,5,14605,6531,0.0342,405591,441323,0.64
62076,rad_R,BXD42,1142,f,395751,5,47484,21235,0.120,364246,479731,0.00
62076,rad_R,BXD43,1143,f,440421,5,72216,32296,0.164,345905,526818,0.93
62076,rad_R,BXD44,1144,f,376523,5,17534,7841,0.0466,356735,402873,-0.40
62076,rad_R,BXD48,1148,f,405467,5,53552,23949,0.132,344515,459530,0.20
62076,rad_R,BXD49,1149,f,366920,4,80386,40193,0.219,299180,471126,-0.60
62076,rad_R,BXD50,1150,f,320642,5,27994,12519,0.0873,285925,358951,-1.56
62076,rad_R,BXD51,1151,f,356336,5,18909,8456,0.0531,335251,376303,-0.82
62076,rad_R,BXD6,1106,f,392678,5,40304,18025,0.103,342537,438742,-0.06
62076,rad_R,BXD61,1161,f,331620,5,31578,14122,0.0952,301729,380042,-1.33
62076,rad_R,BXD62,1162,f,323696,5,35092,15694,0.108,275488,360970,-1.49
62076,rad_R,BXD65,1165,f,335958,3,31330,18089,0.0933,306162,368625,-1.24
62076,rad_R,BXD66,1166,f,406056,2,16017,11325,0.0394,394730,417381,0.21
62076,rad_R,BXD68,1168,f,430828,2,76732,54258,0.178,376570,485086,0.73
62076,rad_R,BXD69,1169,f,366956,4,75054,37527,0.205,294774,462710,-0.60
62076,rad_R,BXD70,1170,f,328023,5,44121,19732,0.135,274884,379723,-1.40
62076,rad_R,BXD73,1173,f,420625,5,11558,5169,0.0275,411838,439786,0.52
62076,rad_R,BXD75,1175,f,393060,5,49951,22339,0.127,339100,441751,-0.06
62076,rad_R,BXD77,1177,f,497643,2,23306,16480,0.0468,481163,514123,2.11
62076,rad_R,BXD8,1108,f,415821,5,64022,28631,0.154,323501,476567,0.42
62076,rad_R,BXD80,1180,f,379582,5,32499,14534,0.0856,328825,414013,-0.33
62076,rad_R,BXD81,1181,f,446672,5,66533,29755,0.149,353249,514857,1.06
62076,rad_R,BXD84,1184,f,376142,5,34485,15422,0.0917,353208,436463,-0.41
62076,rad_R,BXD85,1185,f,408630,2,20918,14792,0.0512,393839,423422,0.27
62076,rad_R,BXD86,1186,f,365985,5,39379,17611,0.108,304770,405347,-0.62
62076,rad_R,BXD87,1187,f,314009,5,34464,15413,0.110,269465,348060,-1.69
62076,rad_R,BXD89,1189,f,400474,5,33709,15075,0.0842,368381,445070,0.10
62076,rad_R,BXD90,1190,f,398662,3,11007,6355,0.0276,387106,409022,0.06
62076,rad_R,BXD92,1192,f,483116,1,0,0,0,483116,483116,1.81
62076,rad_R,BXD96,1196,f,412105,5,57183,25573,0.139,342539,500459,0.34
62076,rad_R,BXD97,1197,f,379779,5,30651,13708,0.0807,335463,415547,-0.33
62076,rad_R,BXD98,1198,f,354141,2,46532,32903,0.131,321238,387044,-0.86
62076,rad_R,C57BL/6J,7,f,427466,5,139218,62260,0.326,327374,662825,0.66
62076,rad_R,DBA/2J,8,f,368039,5,82131,36730,0.223,230226,440988,-0.57
62076,rad_R,BXD1,1101,m,376346,1,0,0,0,376346,376346,-0.51
62076,rad_R,BXD100,1100,m,404851,5,40648,18178,0.100,359586,443033,0.14
62076,rad_R,BXD101,1091,m,421420,4,44483,22241,0.106,358208,462026,0.52
62076,rad_R,BXD102,1092,m,348505,5,23164,10359,0.0665,314819,371584,-1.15
62076,rad_R,BXD11,1111,m,389204,5,35215,15749,0.0905,359037,438972,-0.22
62077,rad_pct_L,BXD92,1192,m,22.4,1,0,0,0,22.4,22.4,-2.78
62076,rad_R,BXD13,1113,m,333089,5,40996,18334,0.123,279663,383937,-1.50
62076,rad_R,BXD14,1114,m,442566,5,34258,15321,0.0774,416071,498616,1.01
62076,rad_R,BXD15,1115,m,442910,5,49018,21922,0.111,374571,489251,1.02
62076,rad_R,BXD16,1116,m,417389,5,26301,11762,0.0630,384944,453955,0.43
62076,rad_R,BXD18,1118,m,318680,1,0,0,0,318680,318680,-1.83
62076,rad_R,BXD19,1119,m,460377,1,0,0,0,460377,460377,1.42
62076,rad_R,BXD2,1102,m,471398,5,25105,11227,0.0533,438401,495006,1.67
62076,rad_R,BXD21,1121,m,391180,6,56820,23197,0.145,311554,453955,-0.17
62076,rad_R,BXD27,1127,m,360402,5,12393,5542,0.0344,347476,378809,-0.88
62076,rad_R,BXD28,1128,m,401611,5,51407,22990,0.128,357691,490435,0.07
62076,rad_R,BXD31,1131,m,346006,4,15957,7978,0.0461,324023,361473,-1.21
62076,rad_R,BXD32,1132,m,366038,5,30032,13431,0.0820,329240,402393,-0.75
62076,rad_R,BXD33,1133,m,396091,1,0,0,0,396091,396091,-0.06
62076,rad_R,BXD34,1134,m,423712,1,0,0,0,423712,423712,0.58
62076,rad_R,BXD39,1139,m,383413,5,27893,12474,0.0727,350347,409890,-0.35
62076,rad_R,BXD40,1140,m,411586,5,38334,17143,0.0931,363505,459110,0.30
62076,rad_R,BXD42,1142,m,396131,5,37959,16976,0.0958,348551,448210,-0.06
62076,rad_R,BXD43,1143,m,419632,5,21275,9515,0.0507,396492,448124,0.48
62076,rad_R,BXD44,1144,m,438299,5,84946,37989,0.194,322130,550513,0.91
62076,rad_R,BXD48,1148,m,428372,5,45814,20488,0.107,355723,468200,0.68
62076,rad_R,BXD49,1149,m,406043,5,58732,26266,0.145,317185,481721,0.17
62076,rad_R,BXD50,1150,m,332699,5,49527,22149,0.149,272712,400109,-1.51
62076,rad_R,BXD51,1151,m,366819,5,26128,11685,0.0712,341595,398243,-0.73
62076,rad_R,BXD6,1106,m,438139,4,56347,28173,0.129,387226,516622,0.91
62076,rad_R,BXD61,1161,m,323767,5,21998,9838,0.0679,289768,341163,-1.72
62076,rad_R,BXD62,1162,m,331562,5,21243,9500,0.0641,303193,359335,-1.54
62076,rad_R,BXD65,1165,m,353793,5,25177,11259,0.0712,326800,388526,-1.03
62076,rad_R,BXD66,1166,m,396812,2,12680,8966,0.0320,387846,405778,-0.04
62076,rad_R,BXD68,1168,m,463355,3,77688,44853,0.168,393772,547179,1.49
62076,rad_R,BXD69,1169,m,380604,5,65714,29388,0.173,314316,482120,-0.41
62076,rad_R,BXD70,1170,m,399868,5,41114,18387,0.103,340735,441959,0.03
62076,rad_R,BXD71,1171,m,463387,1,0,0,0,463387,463387,1.49
62076,rad_R,BXD73,1173,m,419898,5,62212,27822,0.148,346436,511869,0.49
62076,rad_R,BXD75,1175,m,393524,5,40844,18266,0.104,355994,451867,-0.12
62076,rad_R,BXD77,1177,m,503637,2,15690,11095,0.0312,492542,514731,2.41
62076,rad_R,BXD8,1108,m,432756,5,63982,28614,0.148,379071,523533,0.78
62076,rad_R,BXD80,1180,m,400882,5,26905,12032,0.0671,371593,435297,0.05
62076,rad_R,BXD81,1181,m,433155,5,55861,24982,0.129,362410,511827,0.79
62076,rad_R,BXD84,1184,m,364931,5,30131,13475,0.0826,329992,390378,-0.77
62076,rad_R,BXD85,1185,m,385988,2,67214,47527,0.174,338460,433515,-0.29
62076,rad_R,BXD86,1186,m,442139,4,23763,11882,0.0537,408344,464026,1.00
62076,rad_R,BXD87,1187,m,325775,5,22531,10076,0.0692,297904,349097,-1.67
62076,rad_R,BXD89,1189,m,440477,5,28787,12874,0.0654,405308,470106,0.96
62076,rad_R,BXD90,1190,m,340971,3,18148,10478,0.0532,322133,358339,-1.32
62076,rad_R,BXD92,1192,m,466432,1,0,0,0,466432,466432,1.56
62076,rad_R,BXD96,1196,m,347512,5,33628,15039,0.0968,307435,397333,-1.17
62076,rad_R,BXD97,1197,m,372169,4,45027,22513,0.121,326542,420836,-0.61
62076,rad_R,BXD98,1198,m,434642,4,76485,38242,0.176,345507,532453,0.83
62076,rad_R,C57BL/6J,7,m,365623,5,22969,10272,0.0628,338742,384559,-0.76
62076,rad_R,DBA/2J,8,m,405054,5,72261,32316,0.178,333209,516174,0.15
62077,rad_pct_L,BXD1,1101,f,26.2,1,0,0,0,26.2,26.2,0.35
62077,rad_pct_L,BXD100,1100,f,26.3,5,1.48,0.661,0.0563,24.8,28.2,0.44
62077,rad_pct_L,BXD101,1091,f,26.4,3,1.06,0.614,0.0402,25.7,27.6,0.52
62077,rad_pct_L,BXD102,1092,f,25.5,5,1.54,0.689,0.0604,23.0,27.2,-0.24
62077,rad_pct_L,BXD11,1111,f,25.8,5,1.40,0.628,0.0545,23.8,27.3,0.02
62077,rad_pct_L,BXD13,1113,f,24.5,5,0.484,0.217,0.0198,24.2,25.4,-1.08
62077,rad_pct_L,BXD14,1114,f,26.8,5,1.50,0.670,0.0560,24.5,28.4,0.86
62077,rad_pct_L,BXD15,1115,f,25.9,5,1.13,0.505,0.0436,24.5,27.4,0.10
62077,rad_pct_L,BXD16,1116,f,25.8,5,2.03,0.909,0.0789,22.5,28.0,0.02
62077,rad_pct_L,BXD18,1118,f,26.9,1,0,0,0,26.9,26.9,0.94
62077,rad_pct_L,BXD19,1119,f,21.7,1,0,0,0,21.7,21.7,-3.43
62077,rad_pct_L,BXD2,1102,f,27.8,5,1.90,0.849,0.0683,24.7,29.6,1.70
62077,rad_pct_L,BXD21,1121,f,24.6,5,0.872,0.390,0.0355,23.5,25.9,-0.99
62077,rad_pct_L,BXD27,1127,f,27.6,5,1.86,0.834,0.0677,26.2,30.7,1.53
62077,rad_pct_L,BXD28,1128,f,26.8,5,1.41,0.632,0.0528,24.4,27.9,0.86
62077,rad_pct_L,BXD31,1131,f,26.3,5,1.46,0.652,0.0555,24.0,27.8,0.44
62077,rad_pct_L,BXD32,1132,f,25.9,5,0.796,0.356,0.0307,24.9,27.0,0.10
62077,rad_pct_L,BXD34,1134,f,27.1,1,0,0,0,27.1,27.1,1.11
62077,rad_pct_L,BXD39,1139,f,26.1,5,1.09,0.488,0.0418,24.7,27.2,0.27
62077,rad_pct_L,BXD40,1140,f,24.9,5,0.458,0.205,0.0184,24.3,25.5,-0.74
62077,rad_pct_L,BXD42,1142,f,24.3,5,1.28,0.573,0.0527,22.8,26.3,-1.24
62077,rad_pct_L,BXD43,1143,f,27.5,5,1.27,0.568,0.0463,25.8,28.9,1.44
62077,rad_pct_L,BXD44,1144,f,25.9,5,1.71,0.764,0.0659,23.3,27.9,0.10
62077,rad_pct_L,BXD48,1148,f,25.7,5,1.05,0.468,0.0407,24.4,27.3,-0.07
62077,rad_pct_L,BXD49,1149,f,25.1,4,1.03,0.513,0.0410,23.9,26.4,-0.57
62077,rad_pct_L,BXD50,1150,f,25.8,5,0.677,0.303,0.0262,24.9,26.7,0.02
62077,rad_pct_L,BXD51,1151,f,26.9,5,1.94,0.867,0.0721,24.4,29.6,0.94
62077,rad_pct_L,BXD6,1106,f,26.1,5,1.000,0.447,0.0383,24.6,27.4,0.27
62077,rad_pct_L,BXD61,1161,f,24.8,5,0.657,0.294,0.0265,23.7,25.4,-0.82
62077,rad_pct_L,BXD62,1162,f,24.6,5,1.08,0.481,0.0438,23.0,25.6,-0.99
62077,rad_pct_L,BXD65,1165,f,23.7,3,1.77,1.02,0.0745,21.7,25.0,-1.75
62077,rad_pct_L,BXD66,1166,f,25.8,2,0.113,0.0800,0.00439,25.7,25.9,0.02
62077,rad_pct_L,BXD68,1168,f,26.4,2,0.396,0.280,0.0150,26.1,26.7,0.52
62077,rad_pct_L,BXD69,1169,f,25.9,4,1.87,0.935,0.0722,23.6,28.0,0.10
62077,rad_pct_L,BXD70,1170,f,26.3,5,0.912,0.408,0.0346,25.6,27.9,0.44
62077,rad_pct_L,BXD73,1173,f,26.2,5,1.73,0.774,0.0662,23.9,28.3,0.35
62077,rad_pct_L,BXD75,1175,f,26.0,5,1.24,0.556,0.0478,24.7,27.7,0.18
62077,rad_pct_L,BXD77,1177,f,26.3,2,0.205,0.145,0.00780,26.1,26.4,0.44
62077,rad_pct_L,BXD8,1108,f,23.0,5,1.54,0.689,0.0669,21.1,25.2,-2.34
62077,rad_pct_L,BXD80,1180,f,27.9,5,1.70,0.759,0.0609,25.2,29.6,1.78
62077,rad_pct_L,BXD81,1181,f,24.9,5,1.93,0.862,0.0774,21.6,26.4,-0.74
62077,rad_pct_L,BXD84,1184,f,26.0,5,0.334,0.149,0.0128,25.5,26.4,0.18
62077,rad_pct_L,BXD85,1185,f,26.0,2,0.0849,0.0600,0.00326,25.9,26.1,0.18
62077,rad_pct_L,BXD86,1186,f,26.5,5,1.84,0.821,0.0694,24.9,28.6,0.60
62077,rad_pct_L,BXD87,1187,f,26.9,5,1.66,0.741,0.0616,25.0,29.0,0.94
62077,rad_pct_L,BXD89,1189,f,26.9,5,2.43,1.09,0.0903,23.7,28.8,0.94
62077,rad_pct_L,BXD90,1190,f,23.6,3,1.16,0.672,0.0493,22.4,24.7,-1.83
62077,rad_pct_L,BXD92,1192,f,24.5,1,0,0,0,24.5,24.5,-1.08
62077,rad_pct_L,BXD96,1196,f,25.0,5,0.888,0.397,0.0355,24.0,25.9,-0.66
62077,rad_pct_L,BXD97,1197,f,25.9,5,1.94,0.867,0.0750,23.0,27.9,0.10
62077,rad_pct_L,BXD98,1198,f,26.2,2,0.226,0.160,0.00864,26.0,26.3,0.35
62077,rad_pct_L,C57BL/6J,7,f,24.7,5,1.70,0.759,0.0688,22.1,26.9,-0.91
62077,rad_pct_L,DBA/2J,8,f,26.2,5,0.928,0.415,0.0354,24.6,27.0,0.35
62077,rad_pct_L,BXD1,1101,m,27.9,1,0,0,0,27.9,27.9,1.17
62077,rad_pct_L,BXD100,1100,m,26.3,5,1.34,0.601,0.0510,25.0,28.1,0.02
62077,rad_pct_L,BXD101,1091,m,25.9,4,0.404,0.202,0.0156,25.4,26.4,-0.27
62077,rad_pct_L,BXD102,1092,m,25.4,5,0.807,0.361,0.0318,24.4,26.6,-0.63
62077,rad_pct_L,BXD11,1111,m,26.3,5,1.51,0.673,0.0573,23.8,27.8,0.02
62077,rad_pct_L,BXD13,1113,m,24.8,5,0.772,0.345,0.0311,23.8,25.9,-1.06
62077,rad_pct_L,BXD14,1114,m,27.1,5,0.808,0.361,0.0298,25.9,28.2,0.59
62077,rad_pct_L,BXD15,1115,m,26.9,5,1.13,0.505,0.0419,25.8,28.2,0.45
62077,rad_pct_L,BXD16,1116,m,25.3,5,2.50,1.12,0.0988,21.3,27.6,-0.70
62077,rad_pct_L,BXD18,1118,m,27.5,1,0,0,0,27.5,27.5,0.88
62077,rad_pct_L,BXD19,1119,m,26.6,1,0,0,0,26.6,26.6,0.24
62077,rad_pct_L,BXD2,1102,m,28.4,5,1.09,0.487,0.0383,27.4,30.1,1.53
62077,rad_pct_L,BXD21,1121,m,25.6,6,0.807,0.329,0.0315,24.9,26.7,-0.48
62077,rad_pct_L,BXD27,1127,m,27.2,5,1.19,0.531,0.0437,25.6,28.7,0.67
62077,rad_pct_L,BXD28,1128,m,27.9,5,1.09,0.490,0.0393,27.2,29.8,1.17
62077,rad_pct_L,BXD31,1131,m,26.3,4,0.556,0.278,0.0211,25.6,26.9,0.02
62077,rad_pct_L,BXD32,1132,m,25.8,5,1.76,0.785,0.0681,23.8,27.9,-0.34
62077,rad_pct_L,BXD33,1133,m,25.3,1,0,0,0,25.3,25.3,-0.70
62077,rad_pct_L,BXD34,1134,m,28.1,1,0,0,0,28.1,28.1,1.31
62077,rad_pct_L,BXD39,1139,m,26.7,5,0.937,0.419,0.0351,25.7,28.1,0.31
62077,rad_pct_L,BXD40,1140,m,26.0,5,0.493,0.221,0.0190,25.4,26.4,-0.20
62077,rad_pct_L,BXD42,1142,m,24.7,5,0.822,0.368,0.0333,23.7,25.8,-1.13
62077,rad_pct_L,BXD43,1143,m,27.8,5,1.32,0.589,0.0474,25.6,29.0,1.10
62077,rad_pct_L,BXD44,1144,m,25.3,5,1.24,0.555,0.0491,23.9,27.1,-0.70
62077,rad_pct_L,BXD48,1148,m,26.5,5,1.78,0.795,0.0671,24.9,28.7,0.16
62077,rad_pct_L,BXD49,1149,m,26.4,5,1.08,0.483,0.0408,25.2,27.6,0.09
62077,rad_pct_L,BXD50,1150,m,26.0,5,1.22,0.545,0.0468,24.2,27.6,-0.20
62077,rad_pct_L,BXD51,1151,m,26.4,5,1.09,0.487,0.0413,25.3,27.9,0.09
62077,rad_pct_L,BXD6,1106,m,25.6,4,0.851,0.426,0.0333,24.6,26.6,-0.48
62077,rad_pct_L,BXD61,1161,m,23.6,5,2.22,0.991,0.0939,19.7,25.1,-1.92
62077,rad_pct_L,BXD62,1162,m,25.8,5,0.413,0.185,0.0160,25.4,26.3,-0.34
62077,rad_pct_L,BXD65,1165,m,25.5,5,0.835,0.373,0.0327,24.2,26.4,-0.55
62077,rad_pct_L,BXD66,1166,m,26.1,2,0.806,0.570,0.0309,25.5,26.7,-0.12
62077,rad_pct_L,BXD68,1168,m,28.3,3,1.06,0.614,0.0376,27.0,29.0,1.46
62077,rad_pct_L,BXD69,1169,m,25.5,5,1.65,0.739,0.0649,23.9,27.9,-0.55
62077,rad_pct_L,BXD70,1170,m,26.4,5,0.634,0.284,0.0240,25.6,27.4,0.09
62077,rad_pct_L,BXD71,1171,m,29.7,1,0,0,0,29.7,29.7,2.46
62077,rad_pct_L,BXD73,1173,m,25.6,5,1.47,0.655,0.0573,23.6,27.2,-0.48
62077,rad_pct_L,BXD75,1175,m,25.6,5,1.81,0.810,0.0706,22.8,27.7,-0.48
62077,rad_pct_L,BXD77,1177,m,27.0,2,0.665,0.470,0.0246,26.6,27.5,0.52
62077,rad_pct_L,BXD8,1108,m,22.7,5,1.45,0.648,0.0639,20.4,24.4,-2.57
